price,volume
12001.38,93235
11967.39,70758
11967.39,35379
11967.39,63246
12123.52,91113
12035.86,72018
12166.44,60313
12374.73,80849
12338.73,62630
12227.6,73457
12231.34,69854
11998.86,97991
11688.7,136934
11891.91,73533
11939.58,80146
11867.37,81503
11723.58,89480
11810.85,84712
12039.16,103025
11811.66,125624
11432.72,134680
11454.38,126691
11454.38,103510
11619.85,80329
11327.68,121580
11350.15,101727
11407.97,119253
11709.73,111159
11673.35,73176
11472.41,104692
11351.46,108123
11559.82,72926
11447.03,97759
11594.28,78738
11853.33,99880
11848.47,68487
11864.59,71403
11815.01,64150
11815.01,80408.5
11625.13,96667
11771.13,100896
11677.57,84031
11413.82,124444
11436.05,75687
11328.8,88145
11419.62,88106
11340.6,106480
11197.15,91469
11064.92,98833
11001.29,102708
11265.39,102697
11332.78,92250
11196.49,88896
10984.97,80597
11044.01,88926
10978.01,83259
11100.3,100028
11040.1,212138
11460.5,119291
11542.54,88926
11471.26,94707
11473.13,71846
11492.43,94560
11083.2,134211
10944.97,135591
11180.5,122764
11099.35,77178
11058.39,65584
10890.63,101564
10676.78,107401
10747.3,94415
10996.41,86429
11315.63,104804
11484.38,91886
11516.9,67810
11539.66,66692
11716.76,86471
11673.42,69954
11735.72,62911
11604.8,65376
11520.67,70078
11512.11,65095
11347.45,68500
11056.4,88788
11173.91,75649
11211.85,72184
11257.15,96921
11308.99,85131
11443.72,80393
11456.07,68763
11636.3,76083
11585.1,69558
11490.83,62074
11604.78,61246
11293.65,87068
10924.61,120520
11014.63,8821
10985.14,69224
10940.33,71128
10915.92,60550
10682.15,84621
10432.19,110742
10124.52,157940
9648.43,294378
10128.12,213163
9997.43,139035
10315.62,108344
10298.53,78727
10259.46,78175
10015.57,119367
10048.05,92312
10317.84,118778
10038.04,137385
10108.61,56074
10271.36,99156
10303.12,99940
10210.44,104454
10123.56,83248
10131.74,77502
10188.13,141958
10227.21,122166
10229.58,120024
9916.16,284562
9948.51,117875
9570.66,154642
9612.62,116043
9427.64,156738
9688.53,124073
9483.55,106339
9450.4,116110
9660.44,113184
9509.25,115444
9553.07,126686
9814.79,121330
9902.83,99017
9970.4,118894
9993.07,103509
10096.6,105247
10119.83,105143
10032.82,102166
9915.85,98816
10064.8,91565
10104.43,100189
10164.31,68180
10147.68,69315
10238.1,72187
10491.97,110837
10794.54,120121
10801.34,75352
10692.19,83820
10831.96,79923
10800.84,126302
10850.14,92031
10950.67,95951
10951.15,84574
10845.24,99251
10887.74,94792
10988.03,92252
10815.45,75764
10832.52,80064
10907.87,82513
10782.63,97216
10708.4,85246
10713.23,65212
10971.04,76119
10959.95,63453
11085.44,77557
11119.83,78614
11092.31,61688
10933.99,86969
11169.54,86833
11320.77,88741
11293.76,63973
11382.23,74057
11261.24,111658
11190.02,87503
10789.24,159632
10752.1,111674
10886.09,72014
10673.6,91023
10592.49,88869
10598.93,80126
10340.06,105118
10139.34,97320
10450.38,101824
10469.26,84332
10738.12,115513
10608.19,197071
10497.77,79429
10488.75,61732
10727.64,71407
10727.64,35703.5
10727.64,35519.75
10653.91,35336
10860.14,53347
10743.01,35240
10743.01,17620
10743.01,68732
10283.44,119844
10310.1,84890
10214.02,90466
9979.85,438029
9849.34,3975
9825.07,92548
9985.43,99681
9960.96,93643
9794.2,137021
9545.27,146398
9521.85,91275
9664.21,102830
9391.64,138206
9574.16,125140
9764.88,127518
9736.15,94407
9822.75,113633
9880.82,91926
9639.59,117744
9798.11,117175
9757.88,92729
9581.04,107858
9434.82,125091
9393.36,133766
9286.23,134856
8979.36,154468
8879.4,159803
9017.29,136822
8752.87,153636
8967.51,160472
9206.84,127182
9135.11,106014
9377.21,128613
9463.64,123801
9388.05,109840
9573.59,93880
9416.77,89939
9167.8,102285
9331.48,98941
9513.3,98621
9495.4,93793
9717.16,99543
9776.62,106450
9751.92,85247
9824.17,93447
9778.93,78147
9692.82,95753
9723.09,100899
9498.15,177504
9831.13,118955
9990.26,91438
9933.85,77983
9983.41,93635
9892.2,114653
9950.8,209130
9948.64,78954
9990,81628
10022.93,83248
9851.35,73414
9851.35,36707
9851.35,52132.5
9887.94,67558
10046.61,89487
9965.51,84530
9794.64,97644
9822.08,73483
9563.36,93711
9624.51,92588
9530.62,83206
9622.26,78335
9682.99,78480
9761.47,75913
10026.1,106641
10093.65,82083
10051.57,81966
10120.31,68565
10349.59,99464
10421.29,96318
10435.73,101414
10373.49,83530
10294.35,75160
10259.59,79904
10299.83,99072
10321.15,93064
10038.97,112470
10123.27,62290
9926.77,129501
9828.25,102912
9851.86,71084
9869.95,89841
9980.49,80186
10045.44,83010
9975.32,97288
9862.12,103137
9952.9,85100
9952.9,91841.5
9890.19,98583
9943.23,76854
9795.89,93387
9916.02,78255
9842.29,76899
10057.31,85241
10205.21,97691
10272.71,74690
10286.31,64408
10333.23,35397
10262.74,91591
